nqshknqmhe,Utility,1588,87
bqciemcequ,Utility,1280,23
rbcndstxpb,Essential,966,59
imbattqeff,Essential,110,42
lxagbndksu,Luxury,1204,92
nbuvsqumje,Luxury,835,85
oiopcsfkxr,Utility,839,79
btjeqrkfzq,Utility,1441,2
sofwqhgywf,Utility,376,27
sqbfmtcbwv,Luxury,1800,77
aadevanyfm,Utility,1245,56
otheqwbcbw,Utility,719,40
xfmjbvuige,Utility,1366,37
xpfmwjfgzo,Utility,1338,21
ezxqbdqkov,Utility,1223,66
ivmekczhpt,Essential,129,8
tymluyfnnf,Luxury,1715,48
lybxaukbpt,Utility,1088,84
ebwoxmrzpe,Essential,1714,50
gclsbxxjjy,Luxury,1055,15
blerduimte,Utility,1305,29
uctpoqqepu,Essential,56,18
ekspcmxvwx,Luxury,511,40
sbyxdzvkwf,Utility,273,8
aulycwacpe,Essential,446,36
mblhzmhcqi,Luxury,778,47
eurmffsgmp,Utility,467,28
jsvefecywz,Essential,1341,8
iibziuwmts,Utility,391,3
nonqehopwa,Utility,1479,86
icukagfdro,Luxury,157,9
tjlyjsawaq,Luxury,753,67
lcimfjqylk,Utility,246,6
qqzuddpxzb,Luxury,1563,49
vrsytaiiyf,Utility,1098,94
plzsjrnoxr,Essential,1804,95
unipzpnhgx,Utility,1266,39
lkydiytjsp,Utility,1208,17
npjmtfqjfk,Luxury,1386,46
mlqhtgudda,Essential,1322,39
nxtsvkutvd,Luxury,752,6
nugbmgaqfe,Essential,741,63
mawaesyvds,Essential,1596,48
omkwuporlp,Essential,1991,75
hyyinfnrdc,Essential,1920,78
raqtkozysx,Luxury,1839,23
rvufnuycut,Essential,469,18
zaxhuqkdtt,Luxury,1963,86
fxfoucemxh,Essential,232,29
qjnuyngfdl,Utility,1587,12
hhgarimwzm,Utility,1528,22
rithkswyjb,Essential,144,23
fihmztexrp,Utility,867,15
arurwyuwnq,Essential,1173,8
xugwkmhgrg,Utility,637,54
iyflvpetgj,Essential,1393,68
uoaucwdqfm,Essential,713,70
zvnliievkf,Utility,78,95
icfbbfkjlw,Essential,1392,93
bjyymnhjyh,Luxury,1683,77
gmngvfnkyb,Utility,862,87
dgkyyjvick,Utility,1016,1
ogwvnbhjnz,Luxury,1822,86
lfzptfpmsi,Utility,1862,18
rfiaahtdgd,Essential,688,73
degxbctnjg,Luxury,448,9
tlotxgkdzc,Utility,1335,76
ueyentqozu,Essential,137,37
zehbcoeebf,Utility,1888,81
ozbonqpjqb,Luxury,1252,33
fxkqkprwxx,Essential,602,72
rxwitxohsm,Luxury,1800,22
gjgqokqhpk,Luxury,388,35
wxldkxfhqb,Luxury,56,12
tbcxhenzip,Essential,1184,26
rddhhprkdg,Luxury,1156,20
tiaksdcigb,Essential,250,61
ryyhjhrrli,Luxury,182,78
kdligftgyh,Utility,708,59
imzwsrpcel,Utility,1933,70
atyepkbmcg,Luxury,167,55
ayhuuzdeio,Utility,1294,24
zyjmljvkmd,Essential,700,86
efccdavjar,Luxury,52,24
jkwejwiwdw,Luxury,892,30
jkkoexweci,Utility,1078,94
jiabnvekvn,Utility,1755,4
ftldjrbeuk,Luxury,1143,85
npvznrtlgp,Essential,1864,67
dksoohrnru,Luxury,860,51
oneamtezwx,Essential,153,99
uxktrzphyu,Utility,1107,2
jojtlfoyqq,Utility,1458,10
yryztifyrv,Essential,1946,21
qvuwciqpsq,Luxury,1211,41
flfsnqxfjb,Essential,855,41
tgnnvivnzg,Luxury,1166,4
uwsqlyfjbm,Luxury,919,98
axokvwhicu,Luxury,560,7
uyqeswxhwr,Utility,942,12
nemtrbpusj,Essential,920,12
gmbrvljjqt,Utility,1383,68
qsnygvfssl,Utility,1739,51
slkmviruvt,Essential,560,20
irzumnkoni,Utility,1429,90
cfnbwgygit,Luxury,111,47
omknhighze,Essential,1083,25
yzohjzmaxh,Utility,1594,43
oppvbvuxsz,Utility,1728,30
wxhhjtkhov,Utility,346,86
kwbmtcwiej,Essential,1981,57
olsvuzeqwe,Luxury,1905,51
qzzexpzuee,Luxury,1757,2
crdqustuse,Essential,656,37
minwaqyhvi,Utility,693,26
nwxozjsbew,Luxury,1707,65
rylqnaqkqd,Luxury,1483,80
coinmoatns,Essential,1674,37
ndontegpoe,Luxury,849,89
ypwqkywktb,Utility,1729,91
sivlxsatxm,Utility,1164,41
gptdbaresc,Utility,51,74
gmcryggngs,Essential,546,49
zzfqiqbhov,Luxury,391,74
sbanhczcon,Utility,626,46
zploouewvb,Utility,1384,55
cskdbajusl,Utility,1551,57
qwllvwtrrp,Luxury,1490,25
pmsunwwndu,Luxury,480,56
yxzehrmnfy,Essential,906,5
ovifrfepzk,Essential,1804,18
zjkdiumdwz,Luxury,1425,71
xpsxfkxrob,Utility,1088,48
dtyswnangw,Luxury,300,41
bkfgyatoee,Luxury,82,100
ntzlanargv,Luxury,755,71
owgnlszszs,Luxury,395,5
fwqowsbpdf,Luxury,369,3
kezgudqoco,Utility,1915,73
qvbmhbdtvj,Essential,1152,25
wgvcfscgvt,Utility,1386,61
epogmytihg,Essential,518,37
pkznbatfzy,Essential,1447,79
ulldnlmrcx,Luxury,473,95
avgechjucb,Luxury,1244,35
hqvdgzqwlz,Essential,696,49
xrwvxifhvp,Utility,753,48
dwrdrjyqlp,Luxury,1413,56
khtwvxkjeo,Essential,1406,91
kwfxeneqzb,Utility,1372,20
qosgssmqbh,Essential,68,67
taolzmvlrx,Essential,730,5
afheeuilen,Utility,917,87
ufbrhkqpou,Essential,1666,88
wnctynpfkn,Utility,1959,70
rooppdgrdm,Utility,402,59
ybioeybuzt,Utility,738,3
kpjoajrhew,Essential,1545,61
nljzcmyeqa,Utility,1485,95
gcsfpxrnxo,Essential,780,57
hhlsajyrwg,Luxury,412,59
vgypjbtycx,Utility,1971,95
ywrhborpbu,Utility,388,8
zfvkzxvjom,Essential,1157,44
lmhllswwny,Luxury,447,45
lxwoqsrerv,Essential,246,58
gluwhzfouf,Essential,1102,31
rguddgvbhh,Essential,1673,44
ssklifgkte,Essential,1414,87
yujgbktmqb,Essential,1846,63
tuwmtsrvcu,Utility,1673,8
tlazwetrrq,Utility,769,35
pfnpumtvyq,Essential,205,40
dupdtgyswa,Essential,696,43
lcswrqlfnq,Luxury,765,3
tsieimegro,Luxury,791,79
zegnghvaji,Luxury,1424,71
bfkieetbla,Luxury,1575,100
yoularpxqt,Luxury,1908,84
iyjfakioow,Luxury,988,57
ajouwspsns,Luxury,1919,20
odgsyvvtcf,Utility,1120,25
vfbovgkwcw,Luxury,956,28
bseqefmsft,Luxury,1751,35
vvikgmvuou,Luxury,1834,56
srkizcqirh,Luxury,950,8
vrazlmijnw,Luxury,1153,95
njqoyglwrc,Luxury,1113,37
yfiypnxmwo,Utility,1511,73
xlupushvhy,Luxury,1938,54
jootgqhfhh,Luxury,779,3
uytmdlyngc,Luxury,1041,6
tzdnnvtzfu,Utility,1224,70
qmgfbjngps,Essential,1145,15
omgqdycjkn,Luxury,1921,24
oicnvzfxid,Utility,510,86
pgmmpaecag,Essential,50,72
mkpttfxjrc,Essential,1709,78
wkglfubfgg,Luxury,1945,50
joawitavsz,Luxury,907,84
afwidphenl,Luxury,369,53
sztaxvjssi,Essential,1749,48
lwepooxwss,Luxury,904,29
khcgvnlpjm,Utility,238,40
qtogzvuunh,Utility,498,42
dfliikdjfs,Utility,774,91
ztbfsjvydr,Essential,949,93
ptogpycbgi,Essential,180,48
lhuojotctd,Utility,1226,97
dxghkytkns,Luxury,800,30
xfavfvyhpi,Utility,1195,38
qwpgazekaz,Essential,1018,8
giuqtfythy,Essential,1795,3
alecmczweh,Utility,1664,59
opiqsaxsfx,Essential,705,73
pvawaotjjn,Essential,1970,22
ujdqnlptal,Utility,1503,90
bsqpxasnjh,Essential,691,88
dhbkqioyks,Essential,943,36
